 time            v(clk)          v(D)            v(Dn)           v(Q0)           v(Qn0)          v(Q1)           v(Qn1)          v(Q2)           v(Qn2)          v(Q3)           v(Qn3)         
 1.37055000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  6.31591904e-08  1.79999997e+00  6.31971252e-08  1.79999997e+00  6.31974696e-08  1.79999997e+00  6.69958724e-08  1.79999989e+00 
 1.37065000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.52528468e-07  1.79999993e+00  1.52565362e-07  1.79999993e+00  1.52565027e-07  1.79999993e+00  1.40599304e-07  1.79999986e+00 
 1.37075000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  6.57608318e-08  1.79999997e+00  6.57988272e-08  1.79999997e+00  6.57991524e-08  1.79999997e+00  6.92563875e-08  1.79999989e+00 
 1.37085000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.50003132e-07  1.79999993e+00  1.50039971e-07  1.79999993e+00  1.50039652e-07  1.79999993e+00  1.38409171e-07  1.79999986e+00 
 1.37095000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  6.82121594e-08  1.79999997e+00  6.82502038e-08  1.79999997e+00  6.82505118e-08  1.79999997e+00  7.13783880e-08  1.79999989e+00 
 1.37105000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.47623644e-07  1.79999993e+00  1.47660433e-07  1.79999993e+00  1.47660133e-07  1.79999993e+00  1.36353175e-07  1.79999986e+00 
 1.37115000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  7.05219739e-08  1.79999997e+00  7.05600628e-08  1.79999997e+00  7.05603543e-08  1.79999997e+00  7.33704939e-08  1.79999989e+00 
 1.37125000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.45381459e-07  1.79999993e+00  1.45418211e-07  1.79999993e+00  1.45417924e-07  1.79999993e+00  1.34422971e-07  1.79999986e+00 
 1.37135000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  7.26985631e-08  1.79999997e+00  7.27366915e-08  1.79999997e+00  7.27369683e-08  1.79999997e+00  7.52407777e-08  1.79999989e+00 
 1.37145000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.43268543e-07  1.79999993e+00  1.43305257e-07  1.79999993e+00  1.43304988e-07  1.79999993e+00  1.32610740e-07  1.79999986e+00 
 1.37155000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  7.47497288e-08  1.79999997e+00  7.47878853e-08  1.79999997e+00  7.47881472e-08  1.79999997e+00  7.69968146e-08  1.79999989e+00 
 1.37165000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.41277326e-07  1.79999993e+00  1.41314011e-07  1.79999993e+00  1.41313757e-07  1.79999993e+00  1.30909150e-07  1.79999986e+00 
 1.37175000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  7.66828036e-08  1.79999997e+00  7.67209874e-08  1.79999997e+00  7.67212338e-08  1.79999997e+00  7.86457032e-08  1.79999989e+00 
 1.37185000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.39400694e-07  1.79999993e+00  1.39437356e-07  1.79999993e+00  1.39437115e-07  1.79999993e+00  1.29311329e-07  1.79999986e+00 
 1.37195000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  7.85046961e-08  1.79999997e+00  7.85428998e-08  1.79999997e+00  7.85431347e-08  1.79999997e+00  8.01940932e-08  1.79999989e+00 
 1.37205000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.37631944e-07  1.79999993e+00  1.37668587e-07  1.79999993e+00  1.37668359e-07  1.79999993e+00  1.27810836e-07  1.79999986e+00 
 1.37215000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.02219044e-08  1.79999997e+00  8.02601255e-08  1.79999997e+00  8.02603459e-08  1.79999997e+00  8.16482242e-08  1.79999989e+00 
 1.37225000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.35964776e-07  1.79999993e+00  1.36001405e-07  1.79999993e+00  1.36001188e-07  1.79999993e+00  1.26401632e-07  1.79999986e+00 
 1.37235000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.18405455e-08  1.79999997e+00  8.18787781e-08  1.79999997e+00  8.18789857e-08  1.79999997e+00  8.30139424e-08  1.79999989e+00 
 1.37245000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.34393255e-07  1.79999993e+00  1.34429874e-07  1.79999993e+00  1.34429668e-07  1.79999993e+00  1.25078057e-07  1.79999986e+00 
 1.37255000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.33663697e-08  1.79999997e+00  8.34046115e-08  1.79999997e+00  8.34048080e-08  1.79999997e+00  8.42967254e-08  1.79999989e+00 
 1.37265000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.32911800e-07  1.79999993e+00  1.32948408e-07  1.79999993e+00  1.32948216e-07  1.79999993e+00  1.23834804e-07  1.79999986e+00 
 1.37275000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.48047970e-08  1.79999997e+00  8.48430433e-08  1.79999997e+00  8.48432295e-08  1.79999997e+00  8.55017153e-08  1.79999989e+00 
 1.37285000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.31515155e-07  1.79999993e+00  1.31551760e-07  1.79999993e+00  1.31551578e-07  1.79999993e+00  1.22666901e-07  1.79999986e+00 
 1.37295000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.61609216e-08  1.79999997e+00  8.61991700e-08  1.79999997e+00  8.61993458e-08  1.79999997e+00  8.66337243e-08  1.79999989e+00 
 1.37305000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.30198378e-07  1.79999993e+00  1.30234983e-07  1.79999993e+00  1.30234812e-07  1.79999993e+00  1.21569686e-07  1.79999986e+00 
 1.37315000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.74395404e-08  1.79999997e+00  8.74777891e-08  1.79999997e+00  8.74779537e-08  1.79999997e+00  8.76972661e-08  1.79999989e+00 
 1.37325000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.28956819e-07  1.79999993e+00  1.28993425e-07  1.79999993e+00  1.28993261e-07  1.79999993e+00  1.20538785e-07  1.79999986e+00 
 1.37335000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.86451654e-08  1.79999997e+00  8.86834097e-08  1.79999997e+00  8.86835662e-08  1.79999997e+00  8.86965741e-08  1.79999989e+00 
 1.37345000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.27786095e-07  1.79999993e+00  1.27822702e-07  1.79999993e+00  1.27822551e-07  1.79999993e+00  1.19570103e-07  1.79999986e+00 
 1.37355000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  8.97820436e-08  1.79999997e+00  8.98202836e-08  1.79999997e+00  8.98204314e-08  1.79999997e+00  8.96356152e-08  1.79999989e+00 
 1.37365000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.26682088e-07  1.79999993e+00  1.26718702e-07  1.79999993e+00  1.26718559e-07  1.79999993e+00  1.18659799e-07  1.79999986e+00 
 1.37375000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.08541737e-08  1.79999997e+00  9.08924074e-08  1.79999997e+00  9.08925458e-08  1.79999997e+00  9.05181090e-08  1.79999989e+00 
 1.37385000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.25640922e-07  1.79999993e+00  1.25677543e-07  1.79999993e+00  1.25677408e-07  1.79999993e+00  1.17804273e-07  1.79999986e+00 
 1.37395000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.18653179e-08  1.79999997e+00  9.19035421e-08  1.79999997e+00  9.19036710e-08  1.79999997e+00  9.13475393e-08  1.79999989e+00 
 1.37405000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.24658946e-07  1.79999993e+00  1.24695576e-07  1.79999993e+00  1.24695446e-07  1.79999993e+00  1.17000148e-07  1.79999986e+00 
 1.37415000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.28190128e-08  1.79999997e+00  9.28572283e-08  1.79999997e+00  9.28573501e-08  1.79999997e+00  9.21271767e-08  1.79999989e+00 
 1.37425000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.23732724e-07  1.79999994e+00  1.23769365e-07  1.79999994e+00  1.23769246e-07  1.79999994e+00  1.16244259e-07  1.79999986e+00 
 1.37435000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.37185935e-08  1.79999997e+00  9.37567966e-08  1.79999997e+00  9.37569122e-08  1.79999997e+00  9.28600831e-08  1.79999989e+00 
 1.37445000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.22859027e-07  1.79999994e+00  1.22895678e-07  1.79999994e+00  1.22895565e-07  1.79999994e+00  1.15533640e-07  1.79999986e+00 
 1.37455000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.45671944e-08  1.79999997e+00  9.46053845e-08  1.79999997e+00  9.46054937e-08  1.79999997e+00  9.35491355e-08  1.79999989e+00 
 1.37465000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.22034811e-07  1.79999994e+00  1.22071475e-07  1.79999994e+00  1.22071369e-07  1.79999994e+00  1.14865509e-07  1.79999986e+00 
 1.37475000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.53677685e-08  1.79999997e+00  9.54059464e-08  1.79999997e+00  9.54060476e-08  1.79999997e+00  9.41970244e-08  1.79999989e+00 
 1.37485000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.21257215e-07  1.79999994e+00  1.21293890e-07  1.79999994e+00  1.21293792e-07  1.79999994e+00  1.14237257e-07  1.79999987e+00 
 1.37495000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.61230910e-08  1.79999997e+00  9.61612557e-08  1.79999997e+00  9.61613501e-08  1.79999997e+00  9.48062752e-08  1.79999989e+00 
 1.37505000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.20523540e-07  1.79999994e+00  1.20560229e-07  1.79999994e+00  1.20560135e-07  1.79999994e+00  1.13646441e-07  1.79999987e+00 
 1.37515000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.68357796e-08  1.79999997e+00  9.68739282e-08  1.79999997e+00  9.68740169e-08  1.79999997e+00  9.53792552e-08  1.79999989e+00 
 1.37525000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.19831251e-07  1.79999994e+00  1.19867956e-07  1.79999994e+00  1.19867869e-07  1.79999994e+00  1.13090766e-07  1.79999987e+00 
 1.37535000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.75082928e-08  1.79999997e+00  9.75464268e-08  1.79999997e+00  9.75465096e-08  1.79999997e+00  9.59181881e-08  1.79999989e+00 
 1.37545000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.19177960e-07  1.79999994e+00  1.19214680e-07  1.79999994e+00  1.19214597e-07  1.79999994e+00  1.12568083e-07  1.79999987e+00 
 1.37555000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.81429486e-08  1.79999997e+00  9.81810671e-08  1.79999997e+00  9.81811436e-08  1.79999997e+00  9.64251524e-08  1.79999989e+00 
 1.37565000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.18561422e-07  1.79999994e+00  1.18598155e-07  1.79999994e+00  1.18598080e-07  1.79999994e+00  1.12076375e-07  1.79999987e+00 
 1.37575000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.87419274e-08  1.79999996e+00  9.87800293e-08  1.79999996e+00  9.87801021e-08  1.79999996e+00  9.69021016e-08  1.79999989e+00 
 1.37585000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.17979517e-07  1.79999994e+00  1.18016266e-07  1.79999994e+00  1.18016196e-07  1.79999994e+00  1.11613753e-07  1.79999987e+00 
 1.37595000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.93072807e-08  1.79999996e+00  9.93453680e-08  1.79999996e+00  9.93454358e-08  1.79999996e+00  9.73508661e-08  1.79999989e+00 
 1.37605000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.17430256e-07  1.79999994e+00  1.17467021e-07  1.79999994e+00  1.17466955e-07  1.79999994e+00  1.11178440e-07  1.79999987e+00 
 1.37615000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  9.98409455e-08  1.79999996e+00  9.98790150e-08  1.79999996e+00  9.98790780e-08  1.79999996e+00  9.77731621e-08  1.79999989e+00 
 1.37625000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.16911763e-07  1.79999994e+00  1.16948544e-07  1.79999994e+00  1.16948481e-07  1.79999994e+00  1.10768780e-07  1.79999987e+00 
 1.37635000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.00344736e-07  1.79999996e+00  1.00382789e-07  1.79999996e+00  1.00382846e-07  1.79999996e+00  9.81706042e-08  1.79999989e+00 
 1.37645000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.16422273e-07  1.79999994e+00  1.16459069e-07  1.79999994e+00  1.16459012e-07  1.79999994e+00  1.10383211e-07  1.79999987e+00 
 1.37655000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.00820368e-07  1.79999996e+00  1.00858404e-07  1.79999996e+00  1.00858459e-07  1.79999996e+00  9.85446973e-08  1.79999989e+00 
 1.37665000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.15960124e-07  1.79999994e+00  1.15996936e-07  1.79999994e+00  1.15996883e-07  1.79999994e+00  1.10020266e-07  1.79999987e+00 
 1.37675000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.01269454e-07  1.79999996e+00  1.01307475e-07  1.79999996e+00  1.01307524e-07  1.79999996e+00  9.88968591e-08  1.79999989e+00 
 1.37685000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.15523749e-07  1.79999994e+00  1.15560578e-07  1.79999994e+00  1.15560529e-07  1.79999994e+00  1.09678579e-07  1.79999987e+00 
 1.37695000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.01693510e-07  1.79999996e+00  1.01731515e-07  1.79999996e+00  1.01731561e-07  1.79999996e+00  9.92284200e-08  1.79999989e+00 
 1.37705000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.15111677e-07  1.79999994e+00  1.15148521e-07  1.79999994e+00  1.15148477e-07  1.79999994e+00  1.09356859e-07  1.79999987e+00 
 1.37715000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.02093971e-07  1.79999996e+00  1.02131959e-07  1.79999996e+00  1.02132001e-07  1.79999996e+00  9.95406239e-08  1.79999989e+00 
 1.37725000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.14722519e-07  1.79999994e+00  1.14759379e-07  1.79999994e+00  1.14759338e-07  1.79999994e+00  1.09053902e-07  1.79999987e+00 
 1.37735000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.02472180e-07  1.79999996e+00  1.02510152e-07  1.79999996e+00  1.02510190e-07  1.79999996e+00  9.98346425e-08  1.79999989e+00 
 1.37745000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.14354972e-07  1.79999994e+00  1.14391846e-07  1.79999994e+00  1.14391808e-07  1.79999994e+00  1.08768574e-07  1.79999987e+00 
 1.37755000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.02829406e-07  1.79999996e+00  1.02867361e-07  1.79999996e+00  1.02867395e-07  1.79999996e+00  1.00111572e-07  1.79999989e+00 
 1.37765000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.14007799e-07  1.79999994e+00  1.14044688e-07  1.79999994e+00  1.14044653e-07  1.79999994e+00  1.08499813e-07  1.79999987e+00 
 1.37775000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.03166840e-07  1.79999996e+00  1.03204782e-07  1.79999996e+00  1.03204813e-07  1.79999996e+00  1.00372440e-07  1.79999989e+00 
 1.37785000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.13679844e-07  1.79999994e+00  1.13716750e-07  1.79999994e+00  1.13716717e-07  1.79999994e+00  1.08246621e-07  1.79999987e+00 
 1.37795000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.03485612e-07  1.79999996e+00  1.03523537e-07  1.79999996e+00  1.03523566e-07  1.79999996e+00  1.00618214e-07  1.79999988e+00 
 1.37805000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.13370018e-07  1.79999994e+00  1.13406937e-07  1.79999994e+00  1.13406908e-07  1.79999994e+00  1.08008065e-07  1.79999987e+00 
 1.37815000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.03786778e-07  1.79999996e+00  1.03824687e-07  1.79999996e+00  1.03824714e-07  1.79999996e+00  1.00849799e-07  1.79999988e+00 
 1.37825000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.13077290e-07  1.79999994e+00  1.13114223e-07  1.79999994e+00  1.13114198e-07  1.79999994e+00  1.07783265e-07  1.79999987e+00 
 1.37835000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.04071337e-07  1.79999996e+00  1.04109231e-07  1.79999996e+00  1.04109255e-07  1.79999996e+00  1.01068044e-07  1.79999988e+00 
 1.37845000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.12800692e-07  1.79999994e+00  1.12837640e-07  1.79999994e+00  1.12837617e-07  1.79999994e+00  1.07571399e-07  1.79999987e+00 
 1.37855000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.04340228e-07  1.79999996e+00  1.04378109e-07  1.79999996e+00  1.04378129e-07  1.79999996e+00  1.01273749e-07  1.79999988e+00 
 1.37865000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.12539313e-07  1.79999994e+00  1.12576274e-07  1.79999994e+00  1.12576255e-07  1.79999994e+00  1.07371693e-07  1.79999987e+00 
 1.37875000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.04594339e-07  1.79999996e+00  1.04632204e-07  1.79999996e+00  1.04632221e-07  1.79999996e+00  1.01467663e-07  1.79999988e+00 
 1.37885000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.12292291e-07  1.79999994e+00  1.12329267e-07  1.79999994e+00  1.12329249e-07  1.79999994e+00  1.07183424e-07  1.79999987e+00 
 1.37895000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.04834498e-07  1.79999996e+00  1.04872351e-07  1.79999996e+00  1.04872365e-07  1.79999996e+00  1.01650487e-07  1.79999988e+00 
 1.37905000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.12058821e-07  1.79999994e+00  1.12095810e-07  1.79999994e+00  1.12095794e-07  1.79999994e+00  1.07005906e-07  1.79999987e+00 
 1.37915000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.05061499e-07  1.79999996e+00  1.05099337e-07  1.79999996e+00  1.05099349e-07  1.79999996e+00  1.01822881e-07  1.79999988e+00 
 1.37925000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.11838136e-07  1.79999994e+00  1.11875136e-07  1.79999994e+00  1.11875125e-07  1.79999994e+00  1.06838505e-07  1.79999987e+00 
 1.37935000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.05276076e-07  1.79999996e+00  1.05313900e-07  1.79999996e+00  1.05313911e-07  1.79999996e+00  1.01985464e-07  1.79999988e+00 
 1.37945000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.11629518e-07  1.79999994e+00  1.11666531e-07  1.79999994e+00  1.11666521e-07  1.79999994e+00  1.06680619e-07  1.79999987e+00 
 1.37955000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.05478930e-07  1.79999996e+00  1.05516743e-07  1.79999996e+00  1.05516751e-07  1.79999996e+00  1.02138820e-07  1.79999988e+00 
 1.37965000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.11432290e-07  1.79999994e+00  1.11469316e-07  1.79999994e+00  1.11469307e-07  1.79999994e+00  1.06531683e-07  1.79999987e+00 
 1.37975000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.05670719e-07  1.79999996e+00  1.05708518e-07  1.79999996e+00  1.05708523e-07  1.79999996e+00  1.02283493e-07  1.79999988e+00 
 1.37985000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.11245813e-07  1.79999994e+00  1.11282852e-07  1.79999994e+00  1.11282844e-07  1.79999994e+00  1.06391172e-07  1.79999987e+00 
 1.37995000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.05852059e-07  1.79999996e+00  1.05889846e-07  1.79999996e+00  1.05889852e-07  1.79999996e+00  1.02419995e-07  1.79999988e+00 
 1.38005000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.11069488e-07  1.79999994e+00  1.11106538e-07  1.79999994e+00  1.11106533e-07  1.79999994e+00  1.06258585e-07  1.79999987e+00 
 1.38015000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06023540e-07  1.79999996e+00  1.06061314e-07  1.79999996e+00  1.06061316e-07  1.79999996e+00  1.02548807e-07  1.79999988e+00 
 1.38025000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10902745e-07  1.79999994e+00  1.10939805e-07  1.79999994e+00  1.10939801e-07  1.79999994e+00  1.06133458e-07  1.79999987e+00 
 1.38035000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06185706e-07  1.79999996e+00  1.06223469e-07  1.79999996e+00  1.06223471e-07  1.79999996e+00  1.02670383e-07  1.79999988e+00 
 1.38045000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10745050e-07  1.79999994e+00  1.10782122e-07  1.79999994e+00  1.10782121e-07  1.79999994e+00  1.06015352e-07  1.79999987e+00 
 1.38055000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06339081e-07  1.79999996e+00  1.06376832e-07  1.79999996e+00  1.06376833e-07  1.79999996e+00  1.02785147e-07  1.79999988e+00 
 1.38065000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10595899e-07  1.79999994e+00  1.10632982e-07  1.79999994e+00  1.10632983e-07  1.79999994e+00  1.05903857e-07  1.79999987e+00 
 1.38075000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06484153e-07  1.79999996e+00  1.06521893e-07  1.79999996e+00  1.06521890e-07  1.79999996e+00  1.02893497e-07  1.79999988e+00 
 1.38085000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10454819e-07  1.79999994e+00  1.10491913e-07  1.79999994e+00  1.10491914e-07  1.79999994e+00  1.05798583e-07  1.79999987e+00 
 1.38095000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06621381e-07  1.79999996e+00  1.06659110e-07  1.79999996e+00  1.06659105e-07  1.79999996e+00  1.02995807e-07  1.79999988e+00 
 1.38105000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10321360e-07  1.79999994e+00  1.10358463e-07  1.79999994e+00  1.10358465e-07  1.79999994e+00  1.05699172e-07  1.79999987e+00 
 1.38115000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06751202e-07  1.79999996e+00  1.06788921e-07  1.79999996e+00  1.06788916e-07  1.79999996e+00  1.03092432e-07  1.79999988e+00 
 1.38125000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10195101e-07  1.79999994e+00  1.10232213e-07  1.79999994e+00  1.10232218e-07  1.79999994e+00  1.05605281e-07  1.79999987e+00 
 1.38135000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06874025e-07  1.79999996e+00  1.06911736e-07  1.79999996e+00  1.06911728e-07  1.79999996e+00  1.03183699e-07  1.79999988e+00 
 1.38145000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.10075643e-07  1.79999994e+00  1.10112766e-07  1.79999994e+00  1.10112771e-07  1.79999994e+00  1.05516584e-07  1.79999987e+00 
 1.38155000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.06990238e-07  1.79999996e+00  1.07027939e-07  1.79999996e+00  1.07027931e-07  1.79999996e+00  1.03269921e-07  1.79999988e+00 
 1.38165000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09962611e-07  1.79999994e+00  1.09999741e-07  1.79999994e+00  1.09999749e-07  1.79999994e+00  1.05432789e-07  1.79999987e+00 
 1.38175000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07100206e-07  1.79999996e+00  1.07137894e-07  1.79999996e+00  1.07137887e-07  1.79999996e+00  1.03351389e-07  1.79999988e+00 
 1.38185000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09855650e-07  1.79999994e+00  1.09892788e-07  1.79999994e+00  1.09892798e-07  1.79999994e+00  1.05353605e-07  1.79999987e+00 
 1.38195000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07204270e-07  1.79999996e+00  1.07241952e-07  1.79999996e+00  1.07241942e-07  1.79999996e+00  1.03428378e-07  1.79999988e+00 
 1.38205000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09754425e-07  1.79999994e+00  1.09791574e-07  1.79999994e+00  1.09791584e-07  1.79999994e+00  1.05278771e-07  1.79999987e+00 
 1.38215000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07302758e-07  1.79999996e+00  1.07340431e-07  1.79999996e+00  1.07340419e-07  1.79999996e+00  1.03501145e-07  1.79999988e+00 
 1.38225000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09658626e-07  1.79999994e+00  1.09695782e-07  1.79999994e+00  1.09695792e-07  1.79999994e+00  1.05208034e-07  1.79999987e+00 
 1.38235000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07395975e-07  1.79999996e+00  1.07433639e-07  1.79999996e+00  1.07433625e-07  1.79999996e+00  1.03569934e-07  1.79999988e+00 
 1.38245000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09567950e-07  1.79999994e+00  1.09605111e-07  1.79999994e+00  1.09605125e-07  1.79999994e+00  1.05141161e-07  1.79999987e+00 
 1.38255000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07484209e-07  1.79999996e+00  1.07521862e-07  1.79999996e+00  1.07521850e-07  1.79999996e+00  1.03634974e-07  1.79999988e+00 
 1.38265000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09482117e-07  1.79999994e+00  1.09519288e-07  1.79999994e+00  1.09519301e-07  1.79999994e+00  1.05077930e-07  1.79999987e+00 
 1.38275000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07567731e-07  1.79999996e+00  1.07605378e-07  1.79999996e+00  1.07605364e-07  1.79999996e+00  1.03696477e-07  1.79999988e+00 
 1.38285000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09400864e-07  1.79999994e+00  1.09438044e-07  1.79999994e+00  1.09438057e-07  1.79999994e+00  1.05018133e-07  1.79999987e+00 
 1.38295000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.07646801e-07  1.79999996e+00  1.07684440e-07  1.79999996e+00  1.07684424e-07  1.79999996e+00  1.03754644e-07  1.79999988e+00 
 1.38305000e-07  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.09323943e-07  1.79999994e+00  1.09361128e-07  1.79999994e+00  1.09361143e-07  1.79999994e+00  1.04961572e-07  1.79999987e+00 
